"order_id","order_date","retailer_id","product_sku","product_price","product_cost","order_quantity","customer_id","random_discount"
1463,2021-09-02,11,28,575.14,499.17,1,28,0
1464,2023-02-01,6,16,571.56,181.89,2,159,0
1465,2023-03-02,23,32,361.65,685.75,7,142,0
1466,2024-02-08,19,10,56.47,475.71,9,148,0
1467,2022-12-28,12,20,162.98,151.88,6,153,0
1468,2022-02-14,27,43,893.43,77.7,1,162,0.0169777933275327
1469,2022-08-30,24,6,515.33,327.24,3,119,0
1470,2024-04-10,23,2,806.78,81.1,5,113,0
1471,2023-10-02,30,35,504.03,606.45,7,46,0
1472,2021-04-10,14,23,836.31,392.32,8,52,0
1473,2021-01-28,18,48,510.16,74.38,7,82,0.264118631067686
1474,2023-11-29,8,42,645.5,742.36,6,116,0
1475,2022-10-27,17,11,359.8,708.67,3,68,0.163086557714269
1476,2023-05-02,8,7,275.57,728.02,9,59,0.0100618071388453
1477,2022-02-04,8,19,291.71,121.03,4,68,0
1478,2022-09-17,28,31,806.58,104.19,7,113,0
1479,2022-12-17,1,42,826.31,488.68,8,125,0
1480,2022-04-17,29,3,486.79,213.49,4,179,0
1481,2024-10-23,6,43,454.1,460.59,5,89,0
1482,2023-10-09,9,26,811.57,268.96,3,135,0.254480801755562
1483,2023-08-15,24,23,941.64,228.16,6,154,0
1484,2021-09-26,29,50,790.18,245.23,7,141,0
1485,2021-12-26,5,18,232.49,472.66,9,133,0.0411895014345646
1486,2023-12-02,21,30,313.52,614.61,7,80,0
1487,2023-01-01,6,11,51.94,344.78,1,173,0
1488,2023-12-22,7,49,205.08,84.64,8,194,0
1489,2021-04-12,30,49,447.72,653.32,4,84,0
1490,2022-02-02,2,26,201.24,96.35,2,17,0
1491,2021-11-15,25,20,822.72,80.53,10,117,0
1492,2024-03-15,5,14,63.06,200.43,10,92,0
1493,2022-09-19,9,34,450.23,723.21,1,128,0
1494,2022-04-02,12,19,926.29,702.24,7,192,0
1495,2023-02-24,16,14,76.04,326.16,3,198,0
1496,2021-03-13,24,32,124.17,494.42,10,131,0
1497,2022-12-29,23,33,294.46,191,10,33,0
1498,2023-12-24,30,26,931.96,557.44,1,168,0
1499,2021-06-22,14,6,494.74,123.68,6,164,0
1500,2024-09-22,6,39,770.9,478.57,9,131,0
