"order_id","order_date","ship_date","delivery_duration","delivery_date","shipping_method","carrier","shipping_cost","delivery_status","warehouse_id"
1313,2021-09-08,2021-09-10,3,2021-09-13,"same-day","fedex",41.35,"on-time",3
1314,2023-04-21,2023-04-24,8,2023-05-02,"express","dhl",10.04,"on-time",3
1315,2024-09-04,2024-09-06,7,2024-09-13,"same-day","usps",32.31,"delayed",3
1316,2023-09-02,2023-09-07,2,2023-09-09,"express","fedex",10.45,"on-time",1
1317,2024-11-08,2024-11-13,3,2024-11-16,"same-day","ups",27.57,"delayed",4
1318,2021-09-18,2021-09-20,6,2021-09-26,"same-day","dhl",27.96,"on-time",3
1319,2023-04-20,2023-04-21,8,2023-04-29,"standard","ups",5.67,"on-time",2
1320,2022-11-23,2022-11-28,2,2022-11-30,"standard","ups",42.88,"on-time",4
1321,2024-02-15,2024-02-17,8,2024-02-25,"express","usps",38,"returned",1
1322,2024-10-10,2024-10-11,2,2024-10-13,"same-day","dhl",46.48,"on-time",4
1323,2022-03-11,2022-03-14,5,2022-03-19,"standard","usps",17.53,"on-time",1
1324,2024-03-16,2024-03-21,4,2024-03-25,"standard","ups",11.03,"on-time",4
1325,2021-04-23,2021-04-24,5,2021-04-29,"standard","ups",27.05,"on-time",4
1326,2021-04-29,2021-05-01,10,2021-05-11,"standard","ups",29.37,"on-time",1
1327,2022-03-28,2022-03-29,8,2022-04-06,"express","ups",45.89,"returned",3
1328,2023-05-28,2023-06-01,2,2023-06-03,"standard","dhl",29.83,"on-time",2
1329,2023-06-16,2023-06-20,10,2023-06-30,"same-day","ups",19.45,"on-time",2
1330,2024-04-24,2024-04-27,2,2024-04-29,"standard","fedex",25.52,"on-time",5
1331,2021-08-16,2021-08-19,7,2021-08-26,"standard","ups",20.74,"on-time",4
1332,2021-11-17,2021-11-21,10,2021-12-01,"standard","fedex",9.84,"on-time",5
1333,2022-10-12,2022-10-16,7,2022-10-23,"express","dhl",36.9,"on-time",5
1334,2022-11-27,2022-12-02,2,2022-12-04,"same-day","dhl",38.03,"on-time",3
1335,2022-08-29,2022-08-31,2,2022-09-02,"standard","fedex",16.7,"on-time",1
1336,2023-12-11,2023-12-14,2,2023-12-16,"same-day","usps",6.25,"on-time",4
1337,2022-09-01,2022-09-03,5,2022-09-08,"standard","dhl",20.27,"on-time",1
1338,2022-03-14,2022-03-18,5,2022-03-23,"same-day","dhl",38.95,"on-time",2
1339,2022-03-29,2022-04-02,8,2022-04-10,"express","usps",13.11,"on-time",5
1340,2021-10-10,2021-10-12,5,2021-10-17,"express","usps",7.57,"returned",5
1341,2022-10-12,2022-10-14,6,2022-10-20,"same-day","ups",19.33,"on-time",1
1342,2021-05-19,2021-05-23,3,2021-05-26,"standard","fedex",21.55,"on-time",4
1343,2023-09-07,2023-09-10,5,2023-09-15,"standard","ups",24.51,"on-time",1
1344,2022-08-17,2022-08-19,5,2022-08-24,"standard","dhl",24.87,"on-time",5
1345,2024-04-27,2024-04-29,7,2024-05-06,"same-day","ups",41.34,"delayed",3
1346,2021-08-23,2021-08-27,5,2021-09-01,"express","dhl",16.26,"on-time",3
1347,2023-05-23,2023-05-28,3,2023-05-31,"standard","usps",12.24,"on-time",4
1348,2024-11-26,2024-11-29,10,2024-12-09,"express","dhl",17.82,"delayed",4
1349,2023-09-28,2023-10-02,9,2023-10-11,"standard","dhl",28.56,"on-time",4
1350,2024-09-22,2024-09-24,10,2024-10-04,"same-day","ups",35.65,"on-time",5
1351,2022-08-27,2022-08-30,8,2022-09-07,"standard","dhl",5.09,"on-time",5
1352,2024-03-21,2024-03-26,9,2024-04-04,"express","usps",45.65,"on-time",5
1353,2024-07-04,2024-07-05,6,2024-07-11,"same-day","fedex",34.55,"on-time",4
1354,2021-09-02,2021-09-04,6,2021-09-10,"standard","fedex",28.16,"on-time",3
1355,2023-10-05,2023-10-09,4,2023-10-13,"express","usps",30.24,"on-time",1
1356,2023-03-16,2023-03-19,10,2023-03-29,"standard","usps",17.42,"on-time",2
1357,2022-01-24,2022-01-26,4,2022-01-30,"standard","dhl",41.87,"on-time",4
1358,2024-12-21,2024-12-26,2,2024-12-28,"same-day","dhl",16.38,"delayed",1
1359,2021-11-30,2021-12-04,2,2021-12-06,"same-day","usps",20.33,"on-time",5
1360,2024-02-07,2024-02-12,3,2024-02-15,"same-day","ups",39.34,"on-time",5
1361,2022-06-16,2022-06-20,4,2022-06-24,"same-day","ups",20.36,"delayed",1
1362,2021-06-16,2021-06-17,9,2021-06-26,"standard","ups",19.46,"on-time",1
1363,2022-04-09,2022-04-10,10,2022-04-20,"express","dhl",16.81,"delayed",3
1364,2021-06-27,2021-06-28,3,2021-07-01,"standard","ups",7.74,"on-time",2
1365,2021-12-22,2021-12-24,4,2021-12-28,"same-day","usps",24.14,"on-time",4
1366,2022-10-17,2022-10-19,8,2022-10-27,"standard","usps",28.29,"delayed",2
1367,2023-01-23,2023-01-25,2,2023-01-27,"standard","fedex",13.12,"on-time",1
1368,2021-04-05,2021-04-06,9,2021-04-15,"standard","ups",41.84,"on-time",3
1369,2022-07-08,2022-07-09,5,2022-07-14,"express","ups",49.85,"on-time",5
1370,2023-10-24,2023-10-25,3,2023-10-28,"standard","fedex",35.5,"delayed",5
1371,2024-08-19,2024-08-21,2,2024-08-23,"same-day","usps",33.66,"on-time",1
1372,2023-07-02,2023-07-03,6,2023-07-09,"same-day","dhl",48.04,"on-time",3
1373,2022-11-30,2022-12-05,10,2022-12-15,"express","dhl",49.16,"on-time",1
1374,2021-08-29,2021-09-01,3,2021-09-04,"same-day","usps",49.69,"on-time",2
1375,2024-03-26,2024-03-31,8,2024-04-08,"express","dhl",20.32,"on-time",5
1376,2022-03-26,2022-03-29,10,2022-04-08,"same-day","ups",38.03,"on-time",3
1377,2021-09-24,2021-09-29,9,2021-10-08,"same-day","usps",26.22,"delayed",3
1378,2022-02-24,2022-03-01,9,2022-03-10,"same-day","fedex",24.3,"on-time",5
1379,2021-03-25,2021-03-30,3,2021-04-02,"standard","usps",7.45,"on-time",4
1380,2023-04-06,2023-04-11,7,2023-04-18,"same-day","usps",45.41,"on-time",4
1381,2024-09-20,2024-09-23,8,2024-10-01,"standard","ups",26.81,"on-time",3
1382,2023-04-05,2023-04-07,3,2023-04-10,"express","fedex",39.76,"delayed",4
1383,2024-01-02,2024-01-07,9,2024-01-16,"express","usps",11.98,"on-time",5
1384,2023-12-24,2023-12-27,10,2024-01-06,"express","dhl",49.24,"on-time",4
1385,2023-12-29,2024-01-03,3,2024-01-06,"express","fedex",38.35,"on-time",3
1386,2022-05-12,2022-05-17,10,2022-05-27,"same-day","dhl",33.6,"on-time",5
1387,2022-02-07,2022-02-09,5,2022-02-14,"express","fedex",16.09,"on-time",3
1388,2024-04-29,2024-05-03,6,2024-05-09,"same-day","ups",24.56,"on-time",2
1389,2023-08-17,2023-08-22,10,2023-09-01,"express","fedex",13.54,"on-time",1
1390,2021-02-02,2021-02-05,3,2021-02-08,"express","usps",41.01,"delayed",1
1391,2024-12-04,2024-12-05,3,2024-12-08,"express","usps",34.47,"on-time",3
1392,2023-08-04,2023-08-06,8,2023-08-14,"same-day","dhl",31.44,"on-time",2
1393,2023-11-19,2023-11-23,7,2023-11-30,"standard","ups",21.29,"on-time",3
1394,2022-06-10,2022-06-14,10,2022-06-24,"same-day","ups",34.58,"on-time",1
1395,2023-08-31,2023-09-02,8,2023-09-10,"express","fedex",45.8,"delayed",3
1396,2022-07-27,2022-07-28,7,2022-08-04,"standard","ups",45.98,"on-time",2
1397,2024-02-01,2024-02-02,6,2024-02-08,"standard","fedex",41.13,"delayed",5
1398,2022-08-10,2022-08-12,9,2022-08-21,"standard","fedex",9.59,"on-time",3
1399,2024-08-29,2024-09-02,9,2024-09-11,"same-day","dhl",6.04,"delayed",5
1400,2023-05-09,2023-05-14,4,2023-05-18,"standard","usps",17.38,"delayed",3
1401,2024-01-19,2024-01-23,4,2024-01-27,"standard","ups",10.91,"on-time",5
1402,2024-04-16,2024-04-17,9,2024-04-26,"same-day","usps",15.64,"on-time",2
1403,2023-01-06,2023-01-11,6,2023-01-17,"same-day","ups",20.77,"on-time",4
1404,2023-12-21,2023-12-23,10,2024-01-02,"standard","fedex",13.11,"delayed",3
1405,2024-05-18,2024-05-23,9,2024-06-01,"same-day","dhl",24.39,"delayed",5
1406,2023-06-24,2023-06-28,8,2023-07-06,"standard","dhl",28.53,"delayed",1
1407,2022-07-18,2022-07-20,7,2022-07-27,"same-day","fedex",37.27,"on-time",1
1408,2022-08-14,2022-08-18,4,2022-08-22,"same-day","usps",19.28,"on-time",5
1409,2022-04-17,2022-04-22,4,2022-04-26,"same-day","ups",16.17,"on-time",4
1410,2022-09-24,2022-09-25,2,2022-09-27,"express","ups",38.88,"on-time",2
1411,2023-10-04,2023-10-05,4,2023-10-09,"express","fedex",32.94,"on-time",4
1412,2024-02-21,2024-02-26,4,2024-03-01,"standard","fedex",45.55,"on-time",4
1413,2023-09-22,2023-09-27,2,2023-09-29,"standard","ups",35.53,"on-time",4
1414,2022-09-26,2022-09-27,10,2022-10-07,"same-day","dhl",16.14,"delayed",2
1415,2024-07-23,2024-07-25,3,2024-07-28,"same-day","ups",9.82,"on-time",4
1416,2023-12-11,2023-12-14,9,2023-12-23,"standard","fedex",34.71,"returned",2
1417,2023-10-11,2023-10-15,5,2023-10-20,"express","usps",28.47,"on-time",2
1418,2022-12-06,2022-12-11,9,2022-12-20,"express","fedex",33.07,"delayed",3
1419,2024-02-23,2024-02-28,3,2024-03-02,"standard","ups",5.51,"delayed",1
1420,2023-11-17,2023-11-18,2,2023-11-20,"standard","dhl",12.89,"on-time",2
1421,2024-05-12,2024-05-13,10,2024-05-23,"standard","fedex",44.57,"on-time",5
1422,2024-11-02,2024-11-04,9,2024-11-13,"express","usps",32.05,"on-time",2
1423,2022-08-30,2022-08-31,3,2022-09-03,"same-day","usps",26.64,"on-time",3
1424,2024-07-31,2024-08-01,3,2024-08-04,"express","ups",14.73,"on-time",5
1425,2023-01-08,2023-01-13,5,2023-01-18,"same-day","ups",49.8,"on-time",3
1426,2023-01-25,2023-01-30,6,2023-02-05,"express","usps",11.47,"on-time",2
1427,2024-08-22,2024-08-27,7,2024-09-03,"express","usps",17.34,"on-time",4
1428,2023-05-01,2023-05-03,5,2023-05-08,"express","fedex",6.51,"on-time",1
1429,2024-11-30,2024-12-01,5,2024-12-06,"standard","dhl",7.61,"delayed",3
1430,2022-03-14,2022-03-18,5,2022-03-23,"standard","usps",48.05,"on-time",1
1431,2023-07-08,2023-07-09,6,2023-07-15,"same-day","usps",47.11,"on-time",1
1432,2021-08-06,2021-08-08,3,2021-08-11,"same-day","usps",25.24,"delayed",2
1433,2023-02-13,2023-02-16,7,2023-02-23,"standard","ups",25.86,"delayed",1
1434,2022-04-11,2022-04-12,3,2022-04-15,"standard","fedex",21.62,"returned",1
1435,2022-05-02,2022-05-04,2,2022-05-06,"express","ups",43.01,"delayed",4
1436,2023-08-05,2023-08-09,10,2023-08-19,"express","ups",46.58,"delayed",1
1437,2022-11-19,2022-11-20,6,2022-11-26,"express","ups",40.21,"on-time",4
1438,2021-04-02,2021-04-03,7,2021-04-10,"express","ups",49.26,"on-time",2
1439,2023-10-15,2023-10-18,10,2023-10-28,"standard","usps",33.12,"on-time",3
1440,2022-03-22,2022-03-23,3,2022-03-26,"same-day","ups",15.58,"on-time",4
1441,2021-08-27,2021-08-29,8,2021-09-06,"express","fedex",47.82,"on-time",2
1442,2024-05-17,2024-05-18,10,2024-05-28,"standard","ups",10.05,"returned",2
1443,2024-12-02,2024-12-07,5,2024-12-12,"same-day","dhl",41.03,"on-time",4
1444,2023-05-16,2023-05-17,6,2023-05-23,"express","dhl",26.1,"on-time",1
1445,2024-06-26,2024-06-27,10,2024-07-07,"same-day","fedex",6.05,"on-time",1
1446,2024-09-12,2024-09-16,7,2024-09-23,"standard","dhl",8.29,"on-time",5
1447,2024-04-22,2024-04-27,3,2024-04-30,"standard","dhl",25.07,"on-time",1
1448,2024-07-25,2024-07-29,5,2024-08-03,"standard","ups",17.03,"on-time",2
1449,2024-12-06,2024-12-10,8,2024-12-18,"same-day","ups",48.46,"delayed",5
1450,2023-06-18,2023-06-21,10,2023-07-01,"same-day","ups",25.67,"returned",5
1451,2021-05-10,2021-05-11,2,2021-05-13,"same-day","fedex",38.75,"delayed",3
1452,2022-07-16,2022-07-17,7,2022-07-24,"standard","fedex",18.5,"on-time",5
1453,2024-08-30,2024-08-31,8,2024-09-08,"same-day","usps",29.95,"delayed",3
1454,2023-05-07,2023-05-08,7,2023-05-15,"express","fedex",47.93,"on-time",2
1455,2024-03-05,2024-03-10,4,2024-03-14,"same-day","fedex",43.16,"on-time",3
1456,2023-07-01,2023-07-02,3,2023-07-05,"express","usps",31.66,"delayed",2
1457,2021-09-04,2021-09-08,2,2021-09-10,"express","dhl",6.18,"returned",2
1458,2023-04-26,2023-04-28,10,2023-05-08,"express","fedex",29.7,"on-time",4
1459,2023-03-05,2023-03-09,8,2023-03-17,"express","dhl",38.2,"on-time",1
1460,2024-07-20,2024-07-23,8,2024-07-31,"standard","usps",47.87,"on-time",4
1461,2021-10-05,2021-10-10,9,2021-10-19,"express","dhl",5.27,"delayed",5
1462,2024-02-25,2024-02-27,10,2024-03-08,"express","dhl",47.05,"delayed",1
1463,2021-09-02,2021-09-05,10,2021-09-15,"express","dhl",39.38,"on-time",5
1464,2023-02-01,2023-02-06,8,2023-02-14,"standard","ups",21.9,"on-time",2
1465,2023-03-02,2023-03-03,7,2023-03-10,"express","ups",6.36,"on-time",3
1466,2024-02-08,2024-02-11,6,2024-02-17,"express","dhl",27.72,"on-time",4
1467,2022-12-28,2022-12-31,9,2023-01-09,"express","fedex",29.65,"on-time",5
1468,2022-02-14,2022-02-19,9,2022-02-28,"standard","dhl",12.57,"on-time",5
1469,2022-08-30,2022-09-04,5,2022-09-09,"standard","usps",37.88,"on-time",5
1470,2024-04-10,2024-04-11,6,2024-04-17,"express","usps",16.07,"on-time",4
1471,2023-10-02,2023-10-04,6,2023-10-10,"standard","ups",36.5,"on-time",1
1472,2021-04-10,2021-04-11,3,2021-04-14,"same-day","dhl",8.33,"on-time",2
1473,2021-01-28,2021-01-30,10,2021-02-09,"express","usps",42.11,"delayed",2
1474,2023-11-29,2023-12-04,6,2023-12-10,"standard","fedex",38.45,"on-time",4
1475,2022-10-27,2022-10-28,9,2022-11-06,"express","ups",25.91,"on-time",3
1476,2023-05-02,2023-05-06,8,2023-05-14,"express","fedex",23.45,"returned",1
1477,2022-02-04,2022-02-07,9,2022-02-16,"express","usps",29.56,"delayed",1
1478,2022-09-17,2022-09-18,8,2022-09-26,"express","ups",37.1,"on-time",5
1479,2022-12-17,2022-12-22,4,2022-12-26,"standard","dhl",22.7,"on-time",2
1480,2022-04-17,2022-04-19,6,2022-04-25,"standard","dhl",23.73,"on-time",2
1481,2024-10-23,2024-10-26,8,2024-11-03,"express","fedex",14.37,"delayed",4
1482,2023-10-09,2023-10-12,6,2023-10-18,"express","fedex",8.23,"on-time",5
1483,2023-08-15,2023-08-19,8,2023-08-27,"same-day","fedex",14.58,"on-time",1
1484,2021-09-26,2021-09-29,6,2021-10-05,"express","dhl",11.5,"delayed",3
1485,2021-12-26,2021-12-29,8,2022-01-06,"standard","ups",9.83,"delayed",4
1486,2023-12-02,2023-12-06,8,2023-12-14,"express","fedex",39.75,"on-time",5
1487,2023-01-01,2023-01-04,3,2023-01-07,"standard","usps",45.51,"returned",1
1488,2023-12-22,2023-12-24,8,2024-01-01,"express","usps",15,"delayed",3
1489,2021-04-12,2021-04-14,6,2021-04-20,"same-day","ups",26.09,"on-time",3
1490,2022-02-02,2022-02-04,8,2022-02-12,"standard","dhl",8.48,"on-time",3
1491,2021-11-15,2021-11-19,6,2021-11-25,"same-day","fedex",22.64,"on-time",5
1492,2024-03-15,2024-03-18,3,2024-03-21,"standard","ups",7.37,"on-time",5
1493,2022-09-19,2022-09-20,6,2022-09-26,"same-day","fedex",25.86,"on-time",3
1494,2022-04-02,2022-04-05,6,2022-04-11,"same-day","ups",17.43,"on-time",4
1495,2023-02-24,2023-02-26,3,2023-03-01,"standard","fedex",5.32,"on-time",1
1496,2021-03-13,2021-03-15,2,2021-03-17,"same-day","fedex",33.57,"on-time",2
1497,2022-12-29,2023-01-02,7,2023-01-09,"same-day","ups",28.14,"on-time",4
1498,2023-12-24,2023-12-27,6,2024-01-02,"same-day","usps",21.4,"on-time",5
1499,2021-06-22,2021-06-26,7,2021-07-03,"same-day","ups",33.21,"on-time",3
1500,2024-09-22,2024-09-26,6,2024-10-02,"express","dhl",18.4,"on-time",1
